date,shift,line_id,brand,model_name,planned_qty,actual_qty,defect_qty,downtime_minutes,changeover_minutes,operator_count,machine_id,oee_score
2025-03-05,2,L8,Crocs,LiteRide Insole Unit,156,133,8,27,0,8,SOLE_03,0.806
2025-03-06,1,L1,Crocs,LiteRide Insole Unit,243,239,11,7,0,4,SHIMA_01,0.9401
2025-03-06,2,L1,Nike,Vaporfly Engineered Mesh,219,188,14,13,0,7,SHIMA_03,0.7981
2025-03-06,3,L1,Crocs,Bayaband Slide Upper,141,114,5,5,13,4,SHIMA_03,0.7737
2025-03-06,1,L2,Nike,Air Max Flyknit Upper,177,153,5,3,0,5,SHIMA_05,0.8371
2025-03-06,2,L2,Crocs,Bayaband Slide Upper,176,77,4,212,57,7,SHIMA_04,0.4167
2025-03-06,3,L2,Nike,Pegasus 3D Knit Collar,122,87,8,61,64,5,SHIMA_04,0.654
2025-03-06,1,L3,Nike,Air Max Flyknit Upper,171,145,7,0,0,8,SOLE_01,0.8081
2025-03-06,2,L3,Nike,Pegasus 3D Knit Collar,166,153,11,14,0,11,SOLE_01,0.8583
2025-03-06,3,L3,Nike,ZoomX Carbon Plate Insert,97,83,9,7,0,12,STITCH_02,0.7666
2025-03-06,1,L4,Crocs,Bayaband Slide Upper,184,149,7,5,0,12,STITCH_04,0.7764
2025-03-06,2,L4,Crocs,LiteRide Insole Unit,207,175,13,24,23,10,SOLE_02,0.7843
2025-03-06,3,L4,Crocs,Classic Clog Strap Assembly,128,95,7,21,68,12,STITCH_04,0.688
2025-03-06,1,L5,Crocs,Bayaband Slide Upper,193,146,5,100,15,9,SOLE_02,0.7344
2025-03-06,2,L5,Crocs,Classic Clog Strap Assembly,191,134,3,129,0,12,STITCH_05,0.6891
2025-03-06,3,L5,Decathlon,Quechua Hiking Upper,147,127,8,28,15,12,STITCH_05,0.8133
2025-03-06,1,L6,Decathlon,Quechua Hiking Upper,174,150,6,24,0,10,STITCH_07,0.8304
2025-03-06,2,L6,Decathlon,Kiprun Carbon Plate,167,143,7,18,0,6,SHIMA_08,0.8183
2025-03-06,3,L6,Decathlon,Quechua Hiking Upper,121,88,4,18,85,9,SHIMA_07,0.6981
2025-03-06,1,L7,Decathlon,Quechua Hiking Upper,146,129,8,29,0,6,STITCH_07,0.8344
2025-03-06,2,L7,Decathlon,Quechua Hiking Upper,127,103,7,10,0,9,SHIMA_09,0.7568
2025-03-06,3,L7,Decathlon,Kalenji Trail Sole Unit,86,76,6,21,0,9,SHIMA_09,0.8224
2025-03-06,1,L8,Nike,Vaporfly Engineered Mesh,143,123,11,17,0,5,SOLE_04,0.7891
2025-03-06,2,L8,Nike,Air Max Flyknit Upper,140,106,3,17,83,5,SOLE_03,0.7409
2025-03-06,3,L8,Crocs,LiteRide Insole Unit,99,83,2,28,0,5,SOLE_03,0.8237
2025-03-07,1,L1,Nike,Vaporfly Engineered Mesh,206,198,5,1,0,6,SHIMA_03,0.9393
2025-03-07,2,L1,Crocs,LiteRide Insole Unit,209,187,4,14,0,6,SHIMA_02,0.877
2025-03-07,3,L1,Nike,ZoomX Carbon Plate Insert,121,83,4,95,0,4,SHIMA_02,0.6582
2025-03-07,1,L2,Nike,ZoomX Carbon Plate Insert,226,179,14,15,0,6,SHIMA_06,0.7329
2025-03-07,2,L2,Nike,Air Max Flyknit Upper,205,168,14,25,0,5,SHIMA_04,0.752
2025-03-07,3,L2,Nike,Vaporfly Engineered Mesh,134,74,9,100,70,4,SHIMA_06,0.4885
2025-03-07,1,L3,Nike,Dunk Low Textile Upper,202,164,9,7,50,10,STITCH_01,0.7701
2025-03-07,2,L3,Nike,Pegasus 3D Knit Collar,192,178,10,21,0,12,SOLE_01,0.8763
2025-03-07,3,L3,Nike,Pegasus 3D Knit Collar,118,93,12,22,0,9,SOLE_01,0.6911
2025-03-07,1,L4,Crocs,Bayaband Slide Upper,179,128,8,10,76,8,STITCH_04,0.6737
2025-03-07,2,L4,Crocs,LiteRide Insole Unit,166,164,7,3,0,8,STITCH_04,0.9513
2025-03-07,3,L4,Crocs,Classic Clog Strap Assembly,108,89,5,7,76,12,STITCH_04,0.7806
2025-03-07,1,L5,Nike,Pegasus 3D Knit Collar,188,150,11,14,42,12,STITCH_05,0.7412
2025-03-07,2,L5,Crocs,Bayaband Slide Upper,188,131,5,19,83,9,STITCH_06,0.6741
2025-03-07,3,L5,Crocs,LiteRide Insole Unit,123,100,9,2,0,10,SOLE_02,0.7439
2025-03-07,1,L6,Decathlon,Quechua Hiking Upper,186,134,7,28,48,8,SHIMA_08,0.6865
2025-03-07,2,L6,Nike,Vaporfly Engineered Mesh,182,153,8,18,0,10,SHIMA_07,0.7984
2025-03-07,3,L6,Decathlon,Kiprun Carbon Plate,123,100,7,23,0,8,STITCH_07,0.7624
2025-03-07,1,L7,Decathlon,Kalenji Trail Sole Unit,157,132,8,13,53,10,SHIMA_09,0.7935
2025-03-07,2,L7,Decathlon,Quechua Hiking Upper,175,137,8,19,0,7,SHIMA_09,0.7394
2025-03-07,3,L7,Decathlon,Quechua Hiking Upper,112,79,2,9,68,8,SHIMA_09,0.6918
2025-03-07,1,L8,Nike,Vaporfly Engineered Mesh,175,147,10,19,0,7,SOLE_04,0.787
2025-03-07,2,L8,Nike,ZoomX Carbon Plate Insert,174,146,12,16,0,6,SOLE_03,0.7721
2025-03-07,3,L8,Nike,Vaporfly Engineered Mesh,123,111,4,0,40,5,SOLE_04,0.8758
2025-03-10,1,L1,Nike,ZoomX Carbon Plate Insert,213,193,14,2,0,4,SHIMA_03,0.8408
2025-03-10,2,L1,Nike,ZoomX Carbon Plate Insert,209,151,9,1,89,7,SHIMA_02,0.6813
2025-03-10,1,L2,Nike,Vaporfly Engineered Mesh,204,172,18,5,0,4,SHIMA_05,0.7559
2025-03-10,2,L2,Nike,Vaporfly Engineered Mesh,205,198,18,1,0,6,SHIMA_05,0.8802
2025-03-10,1,L3,Decathlon,Kalenji Trail Sole Unit,172,137,9,22,0,12,SOLE_01,0.7469
2025-03-10,2,L3,Nike,Air Max Flyknit Upper,153,128,7,13,0,9,STITCH_02,0.7921
2025-03-10,1,L4,Crocs,Classic Clog Strap Assembly,180,163,3,8,10,9,STITCH_03,0.8923
2025-03-10,2,L4,Crocs,Classic Clog Strap Assembly,181,164,12,1,0,10,STITCH_03,0.8408
2025-03-10,1,L5,Crocs,Classic Clog Strap Assembly,185,153,4,15,0,8,STITCH_05,0.8074
2025-03-10,2,L5,Crocs,Classic Clog Strap Assembly,176,81,3,176,80,9,STITCH_06,0.4479
2025-03-10,1,L6,Decathlon,Kiprun Carbon Plate,198,118,3,146,0,10,STITCH_07,0.5821
2025-03-10,2,L6,Decathlon,Kalenji Trail Sole Unit,192,159,5,0,0,7,STITCH_07,0.8066
2025-03-10,1,L7,Crocs,Classic Clog Strap Assembly,152,149,4,5,0,9,SHIMA_09,0.9573
2025-03-10,2,L7,Decathlon,Kalenji Trail Sole Unit,144,143,11,1,0,9,STITCH_08,0.9204
2025-03-10,1,L8,Nike,Vaporfly Engineered Mesh,212,193,11,14,0,5,SOLE_03,0.8624
2025-03-10,2,L8,Nike,Air Max Flyknit Upper,218,165,6,24,77,7,SOLE_03,0.7302
2025-03-11,1,L1,Crocs,Classic Clog Strap Assembly,233,193,7,22,0,5,SHIMA_03,0.799
2025-03-11,2,L1,Nike,Air Max Flyknit Upper,215,190,7,16,0,4,SHIMA_01,0.8514
2025-03-11,1,L2,Nike,Pegasus 3D Knit Collar,189,144,13,3,83,5,SHIMA_06,0.6937
2025-03-11,2,L2,Nike,ZoomX Carbon Plate Insert,204,149,13,14,56,4,SHIMA_04,0.6708
2025-03-11,1,L3,Nike,Pegasus 3D Knit Collar,181,165,18,21,0,10,STITCH_02,0.8149
2025-03-11,2,L3,Nike,Air Max Flyknit Upper,182,154,8,0,0,9,STITCH_01,0.8048
2025-03-11,1,L4,Nike,Dunk Low Textile Upper,202,152,11,46,0,9,STITCH_04,0.6992
2025-03-11,2,L4,Nike,ZoomX Carbon Plate Insert,212,194,15,3,0,8,STITCH_03,0.8478
2025-03-11,1,L5,Decathlon,Quechua Hiking Upper,215,191,10,14,0,9,STITCH_06,0.8431
2025-03-11,2,L5,Nike,ZoomX Carbon Plate Insert,200,178,12,21,0,10,STITCH_06,0.8343
2025-03-11,1,L6,Decathlon,Kalenji Trail Sole Unit,158,144,5,1,11,6,STITCH_07,0.881
2025-03-11,2,L6,Nike,Vaporfly Engineered Mesh,159,109,11,12,77,9,STITCH_07,0.6165
2025-03-11,1,L7,Decathlon,Quechua Hiking Upper,142,115,6,17,41,9,SHIMA_09,0.7724
2025-03-11,2,L7,Decathlon,Kiprun Carbon Plate,144,132,8,6,0,8,STITCH_08,0.8644
2025-03-11,1,L8,Decathlon,Kiprun Carbon Plate,154,108,3,29,78,8,SOLE_04,0.6833
2025-03-11,2,L8,Crocs,Bayaband Slide Upper,146,126,5,2,0,7,SOLE_03,0.831
2025-03-12,1,L1,Nike,Pegasus 3D Knit Collar,199,183,7,9,0,7,SHIMA_03,0.8864
2025-03-12,2,L1,Nike,ZoomX Carbon Plate Insert,212,199,16,10,0,6,SHIMA_01,0.8657
2025-03-12,1,L2,Nike,Pegasus 3D Knit Collar,218,125,4,141,0,4,SHIMA_05,0.5573
2025-03-12,2,L2,Nike,Vaporfly Engineered Mesh,214,197,5,11,0,4,SHIMA_05,0.8976
2025-03-12,1,L3,Nike,Pegasus 3D Knit Collar,170,148,6,4,34,9,SOLE_01,0.836
2025-03-12,2,L3,Nike,Dunk Low Textile Upper,162,155,16,5,0,9,STITCH_02,0.8631
2025-03-12,1,L4,Crocs,Classic Clog Strap Assembly,230,187,11,20,0,12,SOLE_02,0.7666
2025-03-12,2,L4,Crocs,LiteRide Insole Unit,224,198,14,1,0,8,STITCH_04,0.8231
2025-03-12,1,L5,Crocs,LiteRide Insole Unit,181,168,12,27,0,10,STITCH_05,0.8632
2025-03-12,2,L5,Crocs,LiteRide Insole Unit,199,181,9,9,0,10,STITCH_06,0.8649
2025-03-12,1,L6,Decathlon,Kalenji Trail Sole Unit,162,151,8,2,0,6,STITCH_07,0.8856
2025-03-12,2,L6,Decathlon,Quechua Hiking Upper,158,130,4,24,21,9,SHIMA_08,0.8004
2025-03-12,1,L7,Decathlon,Quechua Hiking Upper,136,117,8,15,0,10,STITCH_08,0.8053
2025-03-12,2,L7,Decathlon,Kiprun Carbon Plate,147,64,3,226,0,10,STITCH_07,0.4173
2025-03-12,1,L8,Decathlon,Kiprun Carbon Plate,162,134,6,18,0,5,SOLE_04,0.7918
2025-03-12,2,L8,Nike,ZoomX Carbon Plate Insert,158,111,11,5,73,6,SOLE_04,0.6368
2025-03-13,1,L1,Nike,Vaporfly Engineered Mesh,233,188,8,24,0,5,SHIMA_01,0.7753
2025-03-13,2,L1,Crocs,Classic Clog Strap Assembly,232,221,13,9,0,4,SHIMA_02,0.9005
2025-03-13,1,L2,Nike,Pegasus 3D Knit Collar,243,197,6,22,0,6,SHIMA_04,0.7865
2025-03-13,2,L2,Nike,Vaporfly Engineered Mesh,223,176,13,18,21,5,SHIMA_05,0.7331
2025-03-13,1,L3,Nike,Vaporfly Engineered Mesh,197,163,17,24,0,11,SOLE_01,0.7436
2025-03-13,2,L3,Crocs,Bayaband Slide Upper,185,150,7,6,0,9,STITCH_01,0.773
2025-03-13,1,L4,Crocs,LiteRide Insole Unit,157,131,3,6,0,11,STITCH_04,0.8153
2025-03-13,2,L4,Crocs,LiteRide Insole Unit,174,172,5,1,0,8,SOLE_02,0.9651
2025-03-13,1,L5,Nike,Air Max Flyknit Upper,181,170,16,10,0,11,SOLE_02,0.8552
2025-03-13,2,L5,Nike,ZoomX Carbon Plate Insert,194,155,12,15,0,11,STITCH_05,0.7374
2025-03-13,1,L6,Nike,ZoomX Carbon Plate Insert,145,124,5,10,0,8,SHIMA_07,0.8229
2025-03-13,2,L6,Decathlon,Quechua Hiking Upper,150,131,5,23,0,9,STITCH_07,0.8416
2025-03-13,1,L7,Decathlon,Kiprun Carbon Plate,140,127,4,26,0,6,STITCH_08,0.8822
2025-03-13,2,L7,Nike,Vaporfly Engineered Mesh,145,135,9,28,0,6,STITCH_08,0.8711
2025-03-13,1,L8,Nike,Dunk Low Textile Upper,200,147,3,11,39,8,SOLE_04,0.7204
2025-03-13,2,L8,Decathlon,Kalenji Trail Sole Unit,184,132,7,13,61,8,SOLE_03,0.6809
2025-03-14,1,L1,Nike,Pegasus 3D Knit Collar,189,69,2,238,65,4,SHIMA_01,0.3581
2025-03-14,2,L1,Nike,ZoomX Carbon Plate Insert,213,185,9,29,0,7,SHIMA_01,0.8301
2025-03-14,3,L1,Nike,Dunk Low Textile Upper,147,129,16,5,0,5,SHIMA_03,0.7707
2025-03-14,1,L2,Nike,Vaporfly Engineered Mesh,210,144,9,84,0,4,SHIMA_04,0.6454
2025-03-14,2,L2,Nike,Dunk Low Textile Upper,241,190,15,38,0,7,SHIMA_05,0.7293
2025-03-14,3,L2,Nike,ZoomX Carbon Plate Insert,128,107,8,22,0,4,SHIMA_05,0.7782
2025-03-14,1,L3,Decathlon,Kalenji Trail Sole Unit,183,160,5,24,32,12,STITCH_01,0.8478
2025-03-14,2,L3,Nike,Vaporfly Engineered Mesh,181,129,11,18,51,12,STITCH_02,0.6556
2025-03-14,3,L3,Nike,Vaporfly Engineered Mesh,94,65,4,44,86,10,STITCH_01,0.6519
2025-03-14,1,L4,Crocs,Bayaband Slide Upper,233,184,8,16,0,11,SOLE_02,0.7591
2025-03-14,2,L4,Crocs,Classic Clog Strap Assembly,232,192,11,6,59,9,STITCH_03,0.7825
2025-03-14,3,L4,Crocs,LiteRide Insole Unit,140,87,5,129,48,11,STITCH_03,0.5883
2025-03-14,1,L5,Crocs,LiteRide Insole Unit,152,104,3,108,0,11,SOLE_02,0.6654
2025-03-14,2,L5,Crocs,Bayaband Slide Upper,158,69,5,238,0,11,STITCH_06,0.4068
2025-03-14,3,L5,Crocs,Classic Clog Strap Assembly,121,110,8,25,0,10,STITCH_06,0.8442
2025-03-14,1,L6,Decathlon,Kalenji Trail Sole Unit,177,170,5,3,0,8,SHIMA_07,0.9342
2025-03-14,2,L6,Decathlon,Quechua Hiking Upper,160,126,3,22,0,9,STITCH_07,0.7716
2025-03-14,3,L6,Decathlon,Kiprun Carbon Plate,115,107,5,24,0,8,SHIMA_08,0.8885
2025-03-14,1,L7,Decathlon,Quechua Hiking Upper,162,137,7,18,38,7,SHIMA_09,0.8062
2025-03-14,2,L7,Nike,Air Max Flyknit Upper,161,132,4,28,0,8,STITCH_08,0.7961
2025-03-14,3,L7,Decathlon,Kalenji Trail Sole Unit,117,100,8,17,0,10,STITCH_08,0.7887
2025-03-14,1,L8,Nike,Dunk Low Textile Upper,145,130,4,26,0,8,SOLE_04,0.8708
2025-03-14,2,L8,Crocs,LiteRide Insole Unit,155,138,3,8,0,6,SOLE_04,0.8712
2025-03-14,3,L8,Crocs,LiteRide Insole Unit,106,88,3,24,0,5,SOLE_04,0.8084
2025-03-17,1,L1,Nike,ZoomX Carbon Plate Insert,239,202,12,22,23,6,SHIMA_03,0.7953
2025-03-17,2,L1,Nike,Vaporfly Engineered Mesh,240,185,4,17,38,5,SHIMA_03,0.7566
2025-03-17,3,L1,Nike,Vaporfly Engineered Mesh,162,137,10,1,0,7,SHIMA_01,0.7881
2025-03-17,1,L2,Crocs,LiteRide Insole Unit,197,109,6,182,0,5,SHIMA_05,0.5242
2025-03-17,2,L2,Nike,ZoomX Carbon Plate Insert,185,145,4,19,0,7,SHIMA_04,0.7668
2025-03-17,3,L2,Nike,Pegasus 3D Knit Collar,119,104,4,25,22,6,SHIMA_05,0.8461
2025-03-17,1,L3,Nike,Pegasus 3D Knit Collar,165,130,7,16,0,8,SOLE_01,0.7479
2025-03-17,2,L3,Decathlon,Kalenji Trail Sole Unit,164,140,10,5,0,11,SOLE_01,0.7979
2025-03-17,3,L3,Nike,Pegasus 3D Knit Collar,101,91,7,7,0,9,STITCH_01,0.835
2025-03-17,1,L4,Nike,Air Max Flyknit Upper,184,162,6,6,0,8,STITCH_03,0.8481
2025-03-17,2,L4,Crocs,Bayaband Slide Upper,182,148,6,8,0,10,STITCH_03,0.7826
2025-03-17,3,L4,Crocs,Bayaband Slide Upper,98,87,3,9,0,12,STITCH_03,0.8619
2025-03-17,1,L5,Crocs,Bayaband Slide Upper,200,152,3,29,0,10,STITCH_05,0.7486
2025-03-17,2,L5,Crocs,Bayaband Slide Upper,201,161,7,13,0,10,STITCH_06,0.7686
2025-03-17,3,L5,Crocs,Classic Clog Strap Assembly,110,103,6,23,0,9,STITCH_05,0.8856
2025-03-17,1,L6,Decathlon,Kiprun Carbon Plate,166,129,2,26,50,10,STITCH_07,0.7667
2025-03-17,2,L6,Decathlon,Kalenji Trail Sole Unit,167,160,8,2,0,6,SHIMA_08,0.9136
2025-03-17,3,L6,Decathlon,Kalenji Trail Sole Unit,101,89,3,4,0,8,SHIMA_08,0.8544
2025-03-17,1,L7,Decathlon,Kalenji Trail Sole Unit,158,134,5,11,0,7,STITCH_08,0.8219
2025-03-17,2,L7,Decathlon,Kalenji Trail Sole Unit,147,121,8,19,0,9,STITCH_07,0.7692
2025-03-17,3,L7,Crocs,Classic Clog Strap Assembly,96,65,5,80,37,6,STITCH_08,0.6256
2025-03-17,1,L8,Nike,Dunk Low Textile Upper,150,117,9,29,0,8,SOLE_04,0.7219
2025-03-17,2,L8,Crocs,LiteRide Insole Unit,136,107,7,29,16,7,SOLE_03,0.7407
2025-03-17,3,L8,Nike,Vaporfly Engineered Mesh,89,83,10,19,0,5,SOLE_03,0.827
2025-03-18,1,L1,Nike,Vaporfly Engineered Mesh,248,184,11,11,40,6,SHIMA_03,0.6999
2025-03-18,2,L1,Nike,Pegasus 3D Knit Collar,230,170,13,25,82,6,SHIMA_02,0.6861
2025-03-18,1,L2,Nike,Air Max Flyknit Upper,206,187,6,3,0,7,SHIMA_06,0.8791
2025-03-18,2,L2,Nike,Vaporfly Engineered Mesh,206,165,17,8,0,4,SHIMA_04,0.7206
2025-03-18,1,L3,Crocs,Bayaband Slide Upper,204,138,7,80,0,9,SOLE_01,0.6442
2025-03-18,2,L3,Nike,ZoomX Carbon Plate Insert,204,157,16,3,82,8,STITCH_01,0.6942
2025-03-18,1,L4,Crocs,LiteRide Insole Unit,171,147,8,18,0,10,STITCH_04,0.8144
2025-03-18,2,L4,Crocs,Bayaband Slide Upper,169,151,8,3,0,9,SOLE_02,0.8503
2025-03-18,1,L5,Crocs,Bayaband Slide Upper,200,148,3,83,0,10,STITCH_06,0.7297
2025-03-18,2,L5,Decathlon,Kalenji Trail Sole Unit,186,158,5,5,0,12,STITCH_05,0.8268
2025-03-18,1,L6,Decathlon,Kiprun Carbon Plate,144,124,4,24,0,6,SHIMA_07,0.8352
2025-03-18,2,L6,Nike,Air Max Flyknit Upper,154,118,8,102,0,8,SHIMA_07,0.7192
2025-03-18,1,L7,Decathlon,Kalenji Trail Sole Unit,171,149,5,27,0,10,STITCH_07,0.8457
2025-03-18,2,L7,Decathlon,Kalenji Trail Sole Unit,188,168,10,1,14,7,SHIMA_09,0.844
2025-03-18,1,L8,Crocs,LiteRide Insole Unit,160,99,2,117,0,7,SOLE_03,0.6087
2025-03-18,2,L8,Nike,Dunk Low Textile Upper,170,145,5,26,0,7,SOLE_03,0.8277
2025-03-19,1,L1,Nike,Dunk Low Textile Upper,227,201,13,29,0,6,SHIMA_02,0.8299
2025-03-19,2,L1,Nike,Dunk Low Textile Upper,225,206,20,10,0,5,SHIMA_02,0.8275
2025-03-19,1,L2,Nike,Pegasus 3D Knit Collar,202,187,18,23,0,7,SHIMA_05,0.8401
2025-03-19,2,L2,Nike,Vaporfly Engineered Mesh,230,160,6,112,0,4,SHIMA_04,0.6702
2025-03-19,1,L3,Crocs,Bayaband Slide Upper,184,158,8,11,40,8,STITCH_01,0.8174
2025-03-19,2,L3,Nike,Pegasus 3D Knit Collar,182,126,9,20,48,11,STITCH_02,0.6479
2025-03-19,1,L4,Nike,Vaporfly Engineered Mesh,205,150,13,9,49,11,STITCH_04,0.6689
2025-03-19,2,L4,Crocs,LiteRide Insole Unit,215,186,8,8,0,11,STITCH_03,0.8321
2025-03-19,1,L5,Crocs,LiteRide Insole Unit,174,143,5,25,0,10,STITCH_05,0.7931
2025-03-19,2,L5,Crocs,Bayaband Slide Upper,175,155,4,16,0,10,STITCH_05,0.8681
2025-03-19,1,L6,Decathlon,Kiprun Carbon Plate,193,167,9,26,0,10,SHIMA_07,0.8229
2025-03-19,2,L6,Crocs,Classic Clog Strap Assembly,196,149,6,27,57,9,SHIMA_07,0.7328
2025-03-19,1,L7,Decathlon,Kalenji Trail Sole Unit,192,150,7,14,87,9,SHIMA_09,0.7485
2025-03-19,2,L7,Decathlon,Kiprun Carbon Plate,184,136,6,8,70,6,STITCH_07,0.7074
2025-03-19,1,L8,Crocs,Bayaband Slide Upper,216,176,4,17,0,8,SOLE_03,0.7984
2025-03-19,2,L8,Crocs,Classic Clog Strap Assembly,186,177,5,9,12,7,SOLE_04,0.9281
2025-03-20,1,L1,Nike,Pegasus 3D Knit Collar,206,172,14,19,0,5,SHIMA_02,0.7703
2025-03-20,2,L1,Decathlon,Quechua Hiking Upper,184,147,3,30,37,4,SHIMA_01,0.7856
2025-03-20,3,L1,Nike,Air Max Flyknit Upper,141,116,7,21,41,6,SHIMA_03,0.7773
2025-03-20,1,L2,Nike,ZoomX Carbon Plate Insert,211,191,8,2,0,6,SHIMA_04,0.8686
